,long,lat,OBJECTID,ID_Map,Snow,Ice,HH,HV,VH,VV,VV/HH,HV/HH,VH/VV
0,460530.6173647875,6896741.928398646,1,S_3,6.0,75.0,-13.675659894943237,-28.25138568878174,-28.074722290039062,-13.580396175384521,1.013048529624939,0.18704357743263245,0.1887042373418808
1,461334.457897687,6896140.4465561705,2,S_2,6.0,81.0,-16.613935232162476,-29.681475162506104,-30.139639377593994,-18.036108016967773,0.8507617115974426,0.22511734068393707,0.2505912482738495
2,462063.6826426586,6895757.032432891,3,S_1,4.0,81.0,-18.05464506149292,-30.24954080581665,-31.12710475921631,-18.80233645439148,0.955950915813446,0.262716144323349,0.24644798040390015
3,462464.52979322977,6896840.827929272,4,S_4,4.0,83.0,-17.35060214996338,-31.23007297515869,-29.943463802337646,-17.665468454360962,0.972331702709198,0.20429940521717072,0.24577704071998596
4,462639.57031250827,6897933.516574078,5,S_5,5.0,80.0,-15.343140363693237,-27.56845712661743,-27.991714477539062,-15.809119939804077,0.9620118141174316,0.24871963262557983,0.24366344511508942
5,463503.39940759673,6896859.386609247,6,S_6,5.0,79.0,-14.306758642196655,-29.653451442718506,-29.69473123550415,-14.888674020767212,0.9420661330223083,0.17213746905326843,0.1838274449110031
6,463613.0857001385,6897745.602070258,7,S_7,6.0,80.0,-15.70957899093628,-29.50810432434082,-29.64406728744507,-16.174684762954712,0.9632136821746826,0.20890313386917114,0.2119007557630539
7,463986.746548083,6898849.473793733,8,S_8,8.0,78.0,-14.190289974212646,-29.968392848968506,-30.1505446434021,-14.686864614486694,0.9776475429534912,0.17031165957450867,0.16913285851478577
8,464418.7934849061,6898017.754779479,9,S_9,5.0,81.0,-15.8876371383667,-29.85257863998413,-29.99861717224121,-16.323084831237793,0.9492723941802979,0.20234259963035583,0.2186940610408783
9,465072.70489789546,6897487.608318125,10,S_10,5.0,85.0,-18.16378951072693,-29.49343204498291,-29.35001850128174,-16.895893812179565,1.1719928979873657,0.27202603220939636,0.24116255342960358
10,465101.3927994311,6898308.195113929,11,S_11,6.0,81.0,-17.33547329902649,-30.82782506942749,-31.01081609725952,-17.40671396255493,0.9930914044380188,0.21461443603038788,0.2107829451560974
11,470923.5034991518,6901925.42110625,12,S_24,4.0,77.0,-19.371551275253296,-30.17019033432007,-30.900747776031494,-21.00025177001953,0.8268339037895203,0.2889823019504547,0.3188929557800293
12,469451.0624481582,6902495.527449934,13,S_23,11.0,75.0,-16.823118925094604,-29.650726318359375,-31.590681076049805,-15.807678699493408,1.1319630146026611,0.233019158244133,0.1644974648952484
13,469671.22788188065,6901524.260391743,14,S_22,7.0,80.0,-20.232059955596924,-30.279738903045654,-31.64102077484131,-20.31893014907837,0.9927144646644592,0.3160022497177124,0.2695256173610687
14,468666.4928942007,6900360.422338514,15,S_19,7.0,84.0,-17.432732582092285,-31.24690532684326,-30.142357349395752,-17.285585403442383,1.0163251161575317,0.20546860992908478,0.23066487908363342
15,468463.82419282687,6901141.858825682,16,S_20,6.0,81.0,-17.96868324279785,-29.75785493850708,-30.159785747528076,-18.542261123657227,0.9419915080070496,0.2608751356601715,0.26360848546028137
16,468190.367981385,6902217.881503523,17,S_21,7.0,82.0,-17.550804615020752,-30.96275806427002,-30.336627960205078,-17.766658067703247,0.9767778515815735,0.21257609128952026,0.2377389371395111
17,467095.34575397026,6901488.642985646,18,S_18,7.0,83.0,-19.298672676086426,-31.482994556427002,-31.196320056915283,-19.26687240600586,1.0197081565856934,0.24946650862693787,0.25254011154174805
18,466036.56964943465,6900937.648895794,19,S_16,5.0,83.0,-16.56139373779297,-30.38933515548706,-31.660830974578857,-16.685631275177002,0.9939613342285156,0.2019912600517273,0.17667631804943085
19,467198.4820435588,6900245.730312346,20,S_17,7.0,84.0,-16.23209238052368,-31.07403039932251,-29.396381378173828,-17.657465934753418,0.8520681858062744,0.18906740844249725,0.2729581594467163
20,466064.10827637796,6900009.308740305,21,S_15,5.0,82.0,-15.549976825714111,-30.624573230743408,-28.98275136947632,-16.37289047241211,0.8824149370193481,0.17858606576919556,0.25513383746147156
21,465028.683531691,6899480.114853609,22,S_12,6.0,83.0,-15.536562204360962,-30.498406887054443,-29.447507858276367,-15.972193479537964,0.956020712852478,0.1805490106344223,0.21568121016025543
22,466082.7284521851,6899112.366753426,23,S_14,6.0,84.0,-16.05608105659485,-29.549427032470703,-30.458698272705078,-16.293073892593384,0.976045548915863,0.2123986780643463,0.19833140075206757
23,466167.92352767143,6898027.362276385,24,S_13,4.0,85.0,-16.099718809127808,-30.483455657958984,-29.38183307647705,-16.619335412979126,0.9786891341209412,0.19643670320510864,0.22979649901390076
# Image values are a mean over a 5x5 box
# Image: /Volumes/Crabe/Doctorat/BaieDeception/Donnees/Imagerie/RS2_subAOIs/Salluit/RS2_20180125/RS2_20180125_sub_cal_spk_rat2_TC2.tif
# Shp: /Volumes/Crabe/Doctorat/BaieDeception/Donnees/Imagerie/VectorData/UTM/1801_S_thicknesses_WGS84.shp
